"","Airport","Airline","Age","Gender","Nationality","TripPurpose","TripDuration","FlyingCompanion","ProvinceResidence","GroupTravel","NoTripsLastYear","Destination","DepartureTime","SeatClass","Airfare","NoTransport","ModeTransport","AccessCost","AccessTime","Occupation","Income"
"447","GMP","Foreign","<=50","1","3","Business",1,1,"8","2",0,"2","3","1",40,1,"2",28900,50,"2","30~80"
"448","GMP","Foreign","<=50","1","3","Business",7,1,"8","2",1,"2","3","1",50,1,"2",28900,50,"2","0"
"449","GMP","Korean","<=50","1","3","Business",3,1,"8","2",0,"2","3","1",36,1,"2",15750,40,"2","150~200>"
"450","GMP","Korean","<=50","1","3","Leisure",2,1,"8","2",0,"2","3","1",36,1,"6",28743,60,"2","30~80"
"451","GMP","Korean","<=50","2","3","Leisure",3,1,"8","2",3,"2","3","1",36,1,"5",15750,40,"2","0"
"452","GMP","Korean","<=50","1","3","Leisure",5,1,"8","2",0,"2","2","1",53,2,"8",8000,180,"11","<=30"
"453","GMP","Foreign",">50","1","1","Leisure",365,1,"8","1",5,"2","2","1",45,1,"1",20314,15,"1","80~150"
"454","GMP","Foreign","<=50","2","3","Leisure",6,2,"8","2",2,"2","3","1",45,1,"5",15750,40,"8","80~150"
"455","GMP","Foreign","<=50","2","3","Leisure",4,1,"8","2",0,"2","3","1",45,1,"2",20314,45,"2","30~80"
"456","GMP","Foreign","<=50","2","3","Business",3,1,"8","2",3,"2","3","1",45,1,"1",28743,60,"5","30~80"
"457","GMP","Foreign","<=50","2","3","Leisure",5,2,"8","2",7,"2","3","1",45,1,"5",15750,40,"7","80~150"
"458","GMP","Foreign","<=50","2","3","Leisure",5,2,"8","2",1,"2","3","1",45,1,"5",15750,40,"9","80~150"
"459","GMP","Foreign","<=50","1","1","Business",8,3,"8","2",10,"1","3","1",62,1,"1",20314,45,"12","<=30"
"460","GMP","Foreign","<=50","2","1","Business",8,3,"8","2",6,"1","3","1",25,1,"1",20314,45,"5","80~150"
"461","GMP","Korean",">50","1","5","Business",28,1,"8","2",3,"2","3","1",53,2,"5",13013,30,"2","150~200>"
"462","GMP","Foreign",">50","1","3","Business",2,4,"8","2",15,"2","3","2",17,1,"2",30000,40,"1","150~200>"
